INFO 2021-08-10 09:17:11,229 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 637 Watching for file changes with StatReloader
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/lzma.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/shortcuts.py first seen with mtime 1628446504.2465632
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/fnmatch.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/asgiref/local.py first seen with mtime 1628446503.539199
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/email/headerregistry.py first seen with mtime 1627394839.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/sqlparse/sql.py first seen with mtime 1602184477.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/apps/registry.py first seen with mtime 1628446504.2471483
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/email/encoders.py first seen with mtime 1627394839.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/xml/dom/xmlbuilder.py first seen with mtime 1627394842.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/core/management/color.py first seen with mtime 1628446504.840186
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/timesince.py first seen with mtime 1628446504.8966498
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/jinja2/parser.py first seen with mtime 1628446330.9171052
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/pkg_resources/_vendor/packaging/utils.py first seen with mtime 1611449382.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/idna/package_data.py first seen with mtime 1628160452.518431
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/coreschema/encodings/__init__.py first seen with mtime 1628446330.9825375
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/bisect.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/glob.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/pprint.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/argparse.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/admin/apps.py first seen with mtime 1628446504.325218
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/asgiref/sync.py first seen with mtime 1628446503.5397289
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/sessions/base_session.py first seen with mtime 1628446504.758015
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1628446504.4381158
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/gzip.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1628446504.855123
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/status.py first seen with mtime 1628391678.8529594
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/uuid.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,507 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /Users/jeonghwan-yong/Desktop/pratics/server_dev/todo/apps.py first seen with mtime 1628409005.7721434
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/connection.py first seen with mtime 1628446504.891984
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/__init__.py first seen with mtime 1628446504.8908262
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/authentication.py first seen with mtime 1628391678.8480237
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/click/core.py first seen with mtime 1628447788.8078141
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1628446504.8331702
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/models/base.py first seen with mtime 1628446504.8608224
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/jinja2/bccache.py first seen with mtime 1628446330.9131153
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/sessions/apps.py first seen with mtime 1628446504.757871
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/backends/base/introspection.py first seen with mtime 1628446504.848559
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/models/deletion.py first seen with mtime 1628446504.8613458
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/io.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/template/backends/django.py first seen with mtime 1628446504.8854246
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/validators.py first seen with mtime 1628391678.8537927
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/__init__.py first seen with mtime 1628446504.8465273
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/module_loading.py first seen with mtime 1628446504.895677
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/lib-dynload/_ctypes.cpython-37m-darwin.so first seen with mtime 1628156263.6299396
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/functools.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/sqlparse/lexer.py first seen with mtime 1602184477.0
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/forms/renderers.py first seen with mtime 1628446504.871254
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/utils/__init__.py first seen with mtime 1628391678.8972168
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/coreschema/encodings/html.py first seen with mtime 1628446330.9828415
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/jinja2/visitor.py first seen with mtime 1628446330.9183366
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/core/cache/backends/base.py first seen with mtime 1628446504.8325365
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/templatetags/__init__.py first seen with mtime 1628446504.88681
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/importlib/abc.py first seen with mtime 1627394838.0
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/yaml/events.py first seen with mtime 1628447788.7685928
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/auth/admin.py first seen with mtime 1628446504.4845958
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/asyncio/base_subprocess.py first seen with mtime 1627394838.0
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/concurrent/futures/thread.py first seen with mtime 1627394839.0
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/templatetags/__init__.py first seen with mtime 1628391678.8968947
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/lib-dynload/_opcode.cpython-37m-darwin.so first seen with mtime 1628156263.639889
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/asyncio/protocols.py first seen with mtime 1627394838.0
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1628446504.4386783
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/inspect.py first seen with mtime 1628446504.8948076
DEBUG 2021-08-10 09:31:23,508 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/_bootlocale.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/backends/sqlite3/schema.py first seen with mtime 1628446504.8560948
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/migrations/operations/special.py first seen with mtime 1628446504.859822
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/jinja2/async_utils.py first seen with mtime 1628446330.9129193
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/admindocs/views.py first seen with mtime 1628446504.4402316
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/coreapi/transports/http.py first seen with mtime 1628446330.9949806
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/cache.py first seen with mtime 1628446504.8918433
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/core/checks/__init__.py first seen with mtime 1628446504.8335035
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/schemas/generators.py first seen with mtime 1628391678.8722665
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/schemas/__init__.py first seen with mtime 1628391678.871812
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1628446504.4377294
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/version.py first seen with mtime 1628446504.897233
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/request.py first seen with mtime 1628391678.8516798
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/views.py first seen with mtime 1628391678.8541813
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/urllib3/util/response.py first seen with mtime 1628160452.4246795
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/views/decorators/debug.py first seen with mtime 1628446504.9000826
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/uritemplate/orderedset.py first seen with mtime 1628446330.9713302
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/pkg_resources/_vendor/packaging/_typing.py first seen with mtime 1611449382.0
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/requests/compat.py first seen with mtime 1628160452.5776515
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/lib-dynload/_random.cpython-37m-darwin.so first seen with mtime 1628156263.6420145
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1628446504.7577183
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/backends/base/features.py first seen with mtime 1628446504.8483946
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/distutils/version.py first seen with mtime 1627394841.0
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/core/handlers/wsgi.py first seen with mtime 1628446504.8379672
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/backends/base/__init__.py first seen with mtime 1628446504.8476112
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/test/utils.py first seen with mtime 1628446504.8895495
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/dateparse.py first seen with mtime 1628446504.8926022
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/encodings/aliases.py first seen with mtime 1627394839.0
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/core/mail/__init__.py first seen with mtime 1628446504.8381386
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/urllib3/packages/__init__.py first seen with mtime 1628160452.4229798
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/apps/config.py first seen with mtime 1628446504.2469306
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/urllib3/request.py first seen with mtime 1628160452.4207046
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/__init__.py first seen with mtime 1628446504.2462137
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/warnings.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/asyncio/streams.py first seen with mtime 1627394838.0
DEBUG 2021-08-10 09:31:23,509 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/backends/sqlite3/__init__.py first seen with mtime 1628446504.854715
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/email/__init__.py first seen with mtime 1627394839.0
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/template/base.py first seen with mtime 1628446504.882736
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/rest_framework/utils/breadcrumbs.py first seen with mtime 1628391678.8973775
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/difflib.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/lib-dynload/pyexpat.cpython-37m-darwin.so first seen with mtime 1628156263.6569643
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/xml/parsers/__init__.py first seen with mtime 1627394842.0
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/core/checks/templates.py first seen with mtime 1628446504.8344998
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/safestring.py first seen with mtime 1628446504.8961513
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/admin/__init__.py first seen with mtime 1628446504.3249247
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/sqlparse/keywords.py first seen with mtime 1602184477.0
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1628446504.7586842
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/unittest/runner.py first seen with mtime 1627394842.0
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/db/models/functions/datetime.py first seen with mtime 1628446504.8666227
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/lib-dynload/unicodedata.cpython-37m-darwin.so first seen with mtime 1628156263.6615005
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/email/mime/multipart.py first seen with mtime 1627394839.0
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/getpass.py first seen with mtime 1627394833.0
DEBUG 2021-08-10 09:31:23,510 /opt/anaconda3/envs/practice/lib/python3.7/site-packages/django/utils/autoreload.py 379 File /opt/anaconda3/envs/practice/lib/python3.7/encodings/__init__.py first seen with mtime 1627394839.0
